time,scale1,scale2,scale3,scale4,total
0.5619354248046875,-0.019,-0.042,-0.163,0.022,-0.202
1.1855945587158203,-0.019,-0.042,-0.163,0.022,-0.202
1.7599892616271973,-0.018000000000000002,-0.042,-0.163,0.022,-0.201
2.32037091255188,-0.019,-0.042,-0.163,0.022,-0.202
2.8974781036376953,-0.019,-0.042,-0.163,0.022,-0.202
3.4572598934173584,-0.019,-0.042,-0.163,0.022,-0.202
4.019176721572876,-0.018000000000000002,-0.042,-0.163,0.022,-0.201
4.577596664428711,-0.019,-0.042,-0.163,0.022,-0.202
5.1521642208099365,-0.019,-0.042,-0.163,0.022,-0.202
5.709533452987671,-0.019,-0.042,-0.163,0.022,-0.202
6.271413564682007,-0.019,-0.042,-0.163,0.022,-0.202
6.835419416427612,-0.019,-0.042,-0.163,0.022,-0.202
7.3967554569244385,-0.018000000000000002,-0.042,-0.163,0.022,-0.201
7.977893829345703,-0.019,-0.042,-0.163,0.022,-0.202
8.557031154632568,-0.019,-0.042,-0.163,0.022,-0.202
9.119203567504883,-0.019,-0.042,-0.163,0.022,-0.202
9.6662757396698,-0.019,-0.042,-0.163,0.022,-0.202
10.213828802108765,-0.019,-0.042,-0.163,0.022,-0.202
10.775432586669922,0.0,0.0,0.0,0.0,0.0
11.352217197418213,0.0009999999999999974,0.0,0.0,0.0,0.0009999999999999974
11.900486707687378,0.0,0.0,0.0,0.0,0.0
12.448710203170776,0.0,0.0,0.0,0.0,0.0
13.011198282241821,0.0,0.0,0.0,0.0,0.0
13.571672201156616,0.0,0.0,0.0,0.0,0.0
14.133275032043457,0.0,0.0,0.0,0.0,0.0
14.698310613632202,0.0,0.0,0.0,0.0,0.0
15.261139631271362,0.0009999999999999974,0.0,0.0,0.0,0.0009999999999999974
15.834681034088135,0.0,0.0,0.0,0.0,0.0
16.413163900375366,0.0,0.0,0.0,0.0,0.0
16.97515845298767,0.0,0.0,0.0,0.0,0.0
17.538545846939087,0.0,0.0,0.0,0.0,0.0
18.10115933418274,0.0,0.0,0.0,0.0,0.0
18.661238193511963,0.0,0.0,0.0,0.0,0.0
19.225233793258667,0.0,0.0,0.0,0.0,0.0
19.819196462631226,0.0,0.0,0.0,0.0,0.0
20.382455348968506,0.0,0.0,0.0,0.0,0.0
20.948379516601562,0.0009999999999999974,0.0,0.0,0.0,0.0009999999999999974
21.510515689849854,0.0,0.0,0.0,0.0,0.0
22.07223916053772,0.0,0.0,0.0,0.0,0.0
22.650156021118164,0.0,0.0,0.0,0.0,0.0
23.213178634643555,0.0,0.0,0.0,0.0,0.0
23.78929305076599,0.0,0.0,0.0,0.0,0.0
24.370044469833374,0.0,0.0,0.0,0.0,0.0
24.930579900741577,0.0,0.0,0.0,0.0,0.0
25.491620540618896,0.0,0.0,0.0,0.0,0.0
26.054373025894165,0.0,0.0,0.0,0.0,0.0
26.58543610572815,0.0,0.0,0.0,0.0,0.0
27.13134217262268,0.0,0.0,0.0,0.0,0.0
27.69523334503174,0.0,0.0,0.0,0.0,0.0
28.243282794952393,0.0,0.0,0.0,0.0,0.0
