time,scale1,scale2,scale3,scale4,total
30.014092683792114,-0.015,-0.042,-0.161,0.025,-0.193
30.451807498931885,-0.015,-0.042,-0.161,0.025,-0.193
30.861624717712402,-0.016,-0.042,-0.161,0.025,-0.194
31.26794695854187,-0.016,-0.042,-0.161,0.025,-0.194
31.68466305732727,-0.015,-0.042,-0.161,0.025,-0.193
32.10074210166931,-0.015,-0.042,-0.161,0.025,-0.193
32.501508951187134,-0.015,-0.042,-0.161,0.025,-0.193
32.90861988067627,-0.015,-0.042,-0.161,0.024,-0.194
33.3216917514801,-0.015,-0.042,-0.161,0.025,-0.193
33.75314807891846,-0.015,-0.042,-0.161,0.025,-0.193
34.15384912490845,-0.015,-0.042,-0.161,0.025,-0.193
34.55811285972595,-0.015,-0.042,-0.161,0.024,-0.194
34.978230237960815,-0.015,-0.042,-0.161,0.025,-0.193
35.39479160308838,-0.015,-0.042,-0.161,0.025,-0.193
35.81113004684448,-0.015,-0.042,-0.161,0.025,-0.193
36.22703456878662,-0.015,-0.042,-0.161,0.025,-0.193
36.64247679710388,-0.015,-0.042,-0.161,0.025,-0.193
37.05717325210571,-0.015,-0.042,-0.161,0.025,-0.193
37.47452998161316,-0.015,-0.042,-0.161,0.025,-0.193
37.88944411277771,-0.015,-0.042,-0.161,0.025,-0.193
38.31186103820801,-0.015,-0.042,-0.161,0.025,-0.193
38.71279311180115,-0.015,-0.042,-0.161,0.025,-0.193
39.12993335723877,-0.015,-0.042,-0.161,0.025,-0.193
39.53032088279724,-0.016,-0.042,-0.161,0.025,-0.194
39.96142601966858,-0.015,-0.042,-0.161,0.025,-0.193
40.3774950504303,-0.015,-0.042,-0.161,0.025,-0.193
40.793447732925415,-0.015,-0.042,-0.161,0.025,-0.193
41.216299533843994,-0.015,-0.042,-0.161,0.025,-0.193
41.61669945716858,-0.015,-0.042,-0.161,0.025,-0.193
42.01691007614136,-0.015,-0.042,-0.161,0.025,-0.193
42.433335065841675,-0.015,-0.042,-0.161,0.025,-0.193
42.87978196144104,-0.015,-0.042,-0.161,0.025,-0.193
43.29529023170471,-0.015,-0.042,-0.161,0.024,-0.194
43.68981957435608,-0.015,-0.042,-0.161,0.024,-0.194
44.08041167259216,-0.015,-0.042,-0.161,0.025,-0.193
44.492767095565796,-0.015,-0.042,-0.161,0.025,-0.193
44.908367395401,-0.015,-0.042,-0.161,0.024,-0.194
45.33060336112976,-0.015,-0.042,-0.161,0.025,-0.193
45.746338844299316,-0.015,-0.042,-0.161,0.025,-0.193
46.131115436553955,-0.015,-0.042,-0.161,0.025,-0.193
46.547802686691284,-0.015,-0.042,-0.161,0.025,-0.193
46.964216232299805,-0.015,-0.042,-0.161,0.025,-0.193
47.37965512275696,-0.015,-0.042,-0.161,0.025,-0.193
47.79615783691406,-0.016,-0.042,-0.161,0.025,-0.194
48.19415640830994,-0.015,-0.042,-0.161,0.026000000000000002,-0.192
48.613489627838135,-0.015,-0.042,-0.161,0.026000000000000002,-0.192
49.03650975227356,-0.015,-0.042,-0.161,0.025,-0.193
49.45176410675049,-0.015,-0.042,-0.161,0.025,-0.193
49.867642879486084,-0.015,-0.042,-0.161,0.025,-0.193
50.27650737762451,-0.015,-0.042,-0.161,0.025,-0.193
50.69974374771118,-0.015,-0.042,-0.161,0.025,-0.193
51.11616849899292,-0.015,-0.042,-0.161,0.025,-0.193
51.515953540802,-0.015,-0.042,-0.161,0.025,-0.193
51.959490060806274,-0.015,-0.042,-0.161,0.025,-0.193
52.37144327163696,-0.015,-0.042,-0.161,0.025,-0.193
52.79230093955994,-0.015,-0.042,-0.161,0.025,-0.193
53.20345759391785,-0.015,-0.042,-0.161,0.025,-0.193
53.618972301483154,-0.015,-0.042,-0.161,0.025,-0.193
54.02146577835083,-0.015,-0.042,-0.161,0.025,-0.193
54.44131946563721,-0.015,-0.042,-0.161,0.025,-0.193
54.858606815338135,-0.015,-0.042,-0.161,0.025,-0.193
55.30481314659119,-0.016,-0.042,-0.161,0.025,-0.194
55.72088003158569,-0.015,-0.042,-0.161,0.025,-0.193
56.12665104866028,-0.015,-0.042,-0.161,0.025,-0.193
56.526610374450684,-0.015,-0.042,-0.161,0.025,-0.193
56.94103717803955,-0.015,-0.042,-0.161,0.025,-0.193
57.36478805541992,-0.015,-0.042,-0.161,0.025,-0.193
57.76544237136841,-0.015,-0.042,-0.161,0.025,-0.193
58.196725368499756,-0.015,-0.042,-0.161,0.025,-0.193
58.59675717353821,-0.015,-0.042,-0.161,0.025,-0.193
59.012373208999634,-0.015,-0.042,-0.161,0.025,-0.193
59.427464723587036,-0.015,-0.042,-0.161,0.025,-0.193
59.8433940410614,-0.015,-0.042,-0.161,0.025,-0.193
60.24082899093628,-0.015,-0.042,-0.161,0.025,-0.193
60.66728615760803,-0.015,-0.042,-0.161,0.025,-0.193
61.09950804710388,-0.015,-0.042,-0.161,0.025,-0.193
61.509612798690796,-0.015,-0.042,-0.161,0.025,-0.193
61.91608166694641,-0.015,-0.042,-0.161,0.025,-0.193
62.32340955734253,-0.015,-0.042,-0.161,0.025,-0.193
62.73817276954651,-0.015,-0.042,-0.161,0.025,-0.193
63.15479922294617,-0.015,-0.042,-0.161,0.025,-0.193
63.57321858406067,-0.015,-0.042,-0.161,0.025,-0.193
63.986321687698364,-0.015,-0.042,-0.161,0.025,-0.193
64.43975281715393,-0.015,-0.042,-0.161,0.025,-0.193
64.85601425170898,-0.015,-0.042,-0.161,0.024,-0.194
65.25587272644043,-0.015,-0.042,-0.161,0.025,-0.193
65.67205309867859,-0.015,-0.042,-0.161,0.025,-0.193
66.07638311386108,-0.015,-0.042,-0.161,0.025,-0.193
66.47732090950012,-0.015,-0.042,-0.161,0.025,-0.193
66.88210606575012,-0.015,-0.042,-0.161,0.025,-0.193
67.30449199676514,-0.015,-0.042,-0.161,0.025,-0.193
67.70583868026733,-0.015,-0.042,-0.161,0.025,-0.193
68.10949182510376,-0.015,-0.042,-0.161,0.025,-0.193
68.50644659996033,-0.015,-0.042,-0.161,0.025,-0.193
68.90678024291992,-0.015,-0.042,-0.161,0.025,-0.193
69.32244920730591,-0.015,-0.042,-0.161,0.025,-0.193
69.73634457588196,-0.015,-0.042,-0.161,0.025,-0.193
70.15740537643433,-0.015,-0.042,-0.161,0.025,-0.193
70.57091450691223,-0.015,-0.042,-0.161,0.025,-0.193
70.97146916389465,-0.015,-0.042,-0.161,0.025,-0.193
71.38812923431396,-0.015,-0.042,-0.161,0.025,-0.193
71.80384683609009,-0.015,-0.042,-0.161,0.025,-0.193
72.22597455978394,-0.015,-0.042,-0.161,0.025,-0.193
72.64265966415405,-0.015,-0.042,-0.161,0.025,-0.193
73.07444667816162,-0.015,-0.042,-0.161,0.025,-0.193
73.49023079872131,-0.015,-0.042,-0.161,0.025,-0.193
73.9057948589325,-0.015,-0.042,-0.161,0.025,-0.193
74.32212090492249,-0.015,-0.042,-0.161,0.025,-0.193
74.7233362197876,-0.015,-0.042,-0.161,0.025,-0.193
75.12251257896423,-0.015,-0.042,-0.161,0.025,-0.193
75.52350878715515,-0.015,-0.042,-0.161,0.025,-0.193
75.96281051635742,-0.015,-0.042,-0.161,0.025,-0.193
76.37885904312134,-0.015,-0.042,-0.161,0.025,-0.193
76.79270720481873,-0.015,-0.042,-0.161,0.025,-0.193
77.21018385887146,-0.015,-0.042,-0.161,0.025,-0.193
77.6267340183258,-0.015,-0.042,-0.161,0.025,-0.193
78.0492570400238,-0.015,-0.042,-0.161,0.025,-0.193
78.44968700408936,-0.015,-0.042,-0.161,0.025,-0.193
78.8650712966919,-0.015,-0.042,-0.161,0.025,-0.193
79.28144931793213,-0.015,-0.042,-0.161,0.025,-0.193
79.69704842567444,-0.015,-0.042,-0.161,0.025,-0.193
80.09788489341736,-0.015,-0.042,-0.161,0.025,-0.193
80.51376557350159,-0.015,-0.042,-0.161,0.025,-0.193
80.9214255809784,-0.015,-0.042,-0.161,0.025,-0.193
81.35242891311646,-0.015,-0.042,-0.161,0.025,-0.193
81.78098273277283,-0.015,-0.042,-0.161,0.025,-0.193
82.17885160446167,-0.015,-0.042,-0.161,0.025,-0.193
82.60625290870667,-0.015,-0.042,-0.161,0.025,-0.193
83.01091814041138,-0.015,-0.042,-0.161,0.025,-0.193
83.41653180122375,-0.015,-0.042,-0.161,0.025,-0.193
83.85430955886841,-0.015,-0.042,-0.161,0.025,-0.193
84.27123188972473,-0.015,-0.042,-0.161,0.025,-0.193
84.67258334159851,-0.015,-0.042,-0.161,0.025,-0.193
85.1036388874054,-0.015,-0.042,-0.161,0.025,-0.193
85.49306678771973,-0.015,-0.042,-0.161,0.025,-0.193
85.90998077392578,-0.015,-0.042,-0.161,0.025,-0.193
86.32604622840881,-0.015,-0.042,-0.161,0.025,-0.193
86.74000072479248,-0.015,-0.042,-0.161,0.024,-0.194
87.1432671546936,-0.015,-0.042,-0.161,0.024,-0.194
87.54317140579224,-0.015,-0.042,-0.161,0.025,-0.193
87.98081183433533,-0.015,-0.042,-0.161,0.025,-0.193
88.38118410110474,-0.015,-0.042,-0.161,0.025,-0.193
88.7966902256012,-0.015,-0.042,-0.161,0.025,-0.193
89.201162815094,-0.015,-0.042,-0.161,0.025,-0.193
89.61746335029602,-0.015,-0.042,-0.161,0.025,-0.193
90.0178918838501,-0.015,-0.042,-0.161,0.025,-0.193
90.4177930355072,-0.015,-0.042,-0.161,0.025,-0.193
90.8181586265564,-0.016,-0.042,-0.161,0.025,-0.194
91.23429870605469,-0.015,-0.042,-0.161,0.025,-0.193
91.63511347770691,-0.015,-0.042,-0.161,0.025,-0.193
92.03555107116699,-0.015,-0.042,-0.161,0.025,-0.193
92.45141315460205,-0.015,-0.042,-0.161,0.025,-0.193
92.87406611442566,-0.015,-0.042,-0.161,0.025,-0.193
93.28835654258728,-0.015,-0.042,-0.161,0.025,-0.193
93.70421719551086,-0.015,-0.042,-0.161,0.025,-0.193
94.1200897693634,-0.015,-0.042,-0.161,0.025,-0.193
94.55138158798218,-0.015,-0.042,-0.161,0.025,-0.193
94.96777868270874,-0.015,-0.042,-0.161,0.025,-0.193
95.36171507835388,-0.015,-0.042,-0.161,0.025,-0.193
95.75777983665466,-0.015,-0.042,-0.161,0.025,-0.193
96.15803813934326,-0.015,-0.042,-0.161,0.025,-0.193
96.55892848968506,-0.015,-0.042,-0.161,0.025,-0.193
96.96029782295227,-0.015,-0.042,-0.161,0.025,-0.193
97.39369106292725,-0.015,-0.042,-0.161,0.025,-0.193
97.80878949165344,-0.015,-0.042,-0.161,0.025,-0.193
98.23240232467651,-0.015,-0.042,-0.161,0.025,-0.193
98.63268280029297,-0.015,-0.042,-0.161,0.025,-0.193
99.04860019683838,-0.015,-0.042,-0.161,0.025,-0.193
99.47710084915161,-0.015,-0.042,-0.161,0.025,-0.193
99.87985706329346,-0.015,-0.042,-0.161,0.025,-0.193
100.29659843444824,-0.015,-0.042,-0.161,0.025,-0.193
100.69687271118164,-0.015,-0.042,-0.161,0.025,-0.193
101.1051619052887,-0.015,-0.042,-0.161,0.025,-0.193
101.52251720428467,-0.015,-0.042,-0.161,0.025,-0.193
101.94874715805054,-0.015,-0.042,-0.161,0.025,-0.193
102.38046169281006,-0.015,-0.042,-0.161,0.025,-0.193
102.82824230194092,-0.015,-0.042,-0.161,0.025,-0.193
103.26130723953247,-0.015,-0.042,-0.161,0.025,-0.193
103.84306240081787,-0.015,-0.042,-0.161,0.025,-0.193
104.26869630813599,-0.015,-0.042,-0.161,0.025,-0.193
104.69330835342407,-0.015,-0.042,-0.161,0.025,-0.193
105.0992476940155,-0.015,-0.042,-0.161,0.025,-0.193
105.51488780975342,-0.015,-0.042,-0.161,0.025,-0.193
105.9243438243866,-0.015,-0.042,-0.161,0.025,-0.193
106.33955907821655,-0.015,-0.042,-0.161,0.025,-0.193
106.79469418525696,-0.015,-0.042,-0.161,0.025,-0.193
107.23020458221436,-0.015,-0.042,-0.161,0.025,-0.193
107.6451165676117,-0.015,-0.042,-0.161,0.025,-0.193
108.05940890312195,-0.015,-0.042,-0.161,0.025,-0.193
108.48277854919434,-0.015,-0.042,-0.161,0.025,-0.193
108.90628838539124,-0.015,-0.042,-0.161,0.025,-0.193
109.3119912147522,-0.015,-0.042,-0.161,0.025,-0.193
109.75643181800842,-0.015,-0.042,-0.161,0.025,-0.193
110.17744708061218,-0.015,-0.042,-0.161,0.025,-0.193
110.59771752357483,-0.015,-0.042,-0.161,0.025,-0.193
111.02406406402588,-0.015,-0.042,-0.161,0.025,-0.193
111.44885087013245,-0.015,-0.042,-0.161,0.025,-0.193
111.8645339012146,-0.016,-0.042,-0.161,0.025,-0.194
112.27998352050781,-0.015,-0.042,-0.161,0.025,-0.193
112.71573400497437,-0.015,-0.042,-0.161,0.025,-0.193
113.14176940917969,-0.015,-0.042,-0.161,0.025,-0.193
113.57771062850952,-0.015,-0.042,-0.161,0.025,-0.193
114.00227355957031,-0.015,-0.042,-0.161,0.025,-0.193
114.40616750717163,-0.015,-0.042,-0.161,0.025,-0.193
114.81191325187683,-0.015,-0.042,-0.161,0.025,-0.193
115.22662997245789,-0.016,-0.042,-0.161,0.025,-0.194
115.64217329025269,-0.016,-0.042,-0.161,0.025,-0.194
116.05835843086243,-0.015,-0.042,-0.161,0.025,-0.193
116.47372841835022,-0.016,-0.042,-0.161,0.025,-0.194
116.88820624351501,-0.016,-0.042,-0.161,0.025,-0.194
117.31326484680176,-0.015,-0.042,-0.161,0.025,-0.193
117.74835467338562,-0.015,-0.042,-0.161,0.025,-0.193
118.1520733833313,-0.015,-0.042,-0.161,0.025,-0.193
118.57748365402222,-0.015,-0.042,-0.161,0.025,-0.193
119.03146505355835,-0.015,-0.042,-0.161,0.025,-0.193
119.44829869270325,-0.015,-0.042,-0.161,0.025,-0.193
119.86248230934143,-0.015,-0.042,-0.161,0.025,-0.193
120.29727864265442,-0.016,-0.042,-0.161,0.025,-0.194
120.71160697937012,-0.015,-0.042,-0.161,0.026000000000000002,-0.192
121.12602972984314,-0.015,-0.042,-0.161,0.025,-0.193
121.54081082344055,-0.015,-0.042,-0.161,0.025,-0.193
121.94530439376831,-0.015,-0.042,-0.161,0.025,-0.193
122.38680505752563,-0.015,-0.042,-0.161,0.024,-0.194
122.79085922241211,-0.015,-0.042,-0.161,0.024,-0.194
123.20611381530762,-0.015,-0.042,-0.161,0.025,-0.193
123.63158202171326,-0.015,-0.042,-0.161,0.025,-0.193
124.03790235519409,-0.015,-0.042,-0.161,0.025,-0.193
124.46351289749146,-0.015,-0.042,-0.161,0.025,-0.193
124.8594560623169,-0.015,-0.042,-0.161,0.025,-0.193
125.29533410072327,-0.015,-0.042,-0.161,0.025,-0.193
125.71126413345337,-0.015,-0.042,-0.161,0.025,-0.193
126.14557123184204,-0.015,-0.042,-0.161,0.025,-0.193
126.5584704875946,-0.015,-0.042,-0.161,0.025,-0.193
126.96527028083801,-0.015,-0.042,-0.161,0.025,-0.193
127.38006639480591,-0.015,-0.042,-0.161,0.025,-0.193
127.79475665092468,-0.015,-0.042,-0.161,0.025,-0.193
128.22225785255432,-0.016,-0.042,-0.161,0.025,-0.194
128.62662196159363,-0.016,-0.042,-0.161,0.025,-0.194
129.06137609481812,-0.015,-0.042,-0.161,0.025,-0.193
129.47668266296387,-0.015,-0.042,-0.161,0.025,-0.193
129.8919894695282,-0.015,-0.042,-0.161,0.025,-0.193
130.290189743042,-0.015,-0.042,-0.161,0.025,-0.193
130.70117926597595,-0.015,-0.042,-0.161,0.025,-0.193
131.1373941898346,-0.015,-0.042,-0.161,0.025,-0.193
131.56002235412598,-0.015,-0.042,-0.161,0.025,-0.193
131.99539065361023,-0.015,-0.042,-0.161,0.025,-0.193
132.41163420677185,-0.015,-0.042,-0.161,0.025,-0.193
132.82244849205017,-0.015,-0.042,-0.161,0.025,-0.193
133.24987053871155,-0.015,-0.042,-0.161,0.025,-0.193
133.6758589744568,-0.015,-0.042,-0.161,0.025,-0.193
134.09085750579834,-0.015,-0.042,-0.161,0.025,-0.193
134.5577094554901,-0.015,-0.042,-0.161,0.025,-0.193
135.02373218536377,-0.015,-0.042,-0.161,0.025,-0.193
135.5110821723938,-0.015,-0.042,-0.161,0.025,-0.193
135.9955439567566,-0.015,-0.042,-0.161,0.025,-0.193
136.4315700531006,-0.015,-0.042,-0.161,0.025,-0.193
136.8597617149353,-0.015,-0.042,-0.161,0.025,-0.193
137.29297494888306,-0.015,-0.042,-0.161,0.025,-0.193
137.72893261909485,-0.015,-0.042,-0.161,0.025,-0.193
138.14264464378357,-0.015,-0.042,-0.161,0.025,-0.193
138.5602080821991,-0.015,-0.042,-0.161,0.025,-0.193
138.95390582084656,-0.015,-0.042,-0.161,0.025,-0.193
139.37027287483215,-0.015,-0.042,-0.161,0.025,-0.193
139.78582191467285,-0.015,-0.042,-0.161,0.025,-0.193
140.20526003837585,-0.015,-0.042,-0.161,0.025,-0.193
140.63936948776245,-0.015,-0.042,-0.161,0.025,-0.193
141.0405068397522,-0.015,-0.042,-0.161,0.025,-0.193
141.458238363266,-0.015,-0.042,-0.161,0.025,-0.193
141.85749888420105,-0.015,-0.042,-0.161,0.025,-0.193
142.25990462303162,-0.015,-0.042,-0.161,0.025,-0.193
142.677011013031,-0.015,-0.042,-0.161,0.025,-0.193
143.07505464553833,-0.015,-0.042,-0.161,0.025,-0.193
143.5276017189026,-0.016,-0.042,-0.161,0.025,-0.194
143.93460488319397,-0.015,-0.042,-0.161,0.025,-0.193
144.34432578086853,-0.015,-0.042,-0.161,0.025,-0.193
144.75557374954224,-0.015,-0.042,-0.161,0.025,-0.193
145.17107820510864,-0.015,-0.042,-0.161,0.025,-0.193
145.59205389022827,-0.015,-0.042,-0.161,0.025,-0.193
146.03345561027527,-0.015,-0.042,-0.161,0.025,-0.193
146.47884130477905,-0.015,-0.042,-0.161,0.025,-0.193
146.878173828125,-0.015,-0.042,-0.161,0.025,-0.193
147.2626097202301,-0.015,-0.042,-0.161,0.025,-0.193
147.64787316322327,-0.015,-0.042,-0.161,0.025,-0.193
148.06085419654846,-0.015,-0.042,-0.161,0.025,-0.193
148.46635627746582,-0.015,-0.042,-0.161,0.025,-0.193
148.86412739753723,-0.015,-0.042,-0.161,0.025,-0.193
149.26156949996948,-0.015,-0.042,-0.161,0.025,-0.193
149.6777093410492,-0.015,-0.042,-0.161,0.025,-0.193
150.0778615474701,-0.015,-0.042,-0.161,0.025,-0.193
150.49424815177917,-0.015,-0.042,-0.161,0.025,-0.193
150.91123056411743,-0.015,-0.042,-0.161,0.025,-0.193
151.31123900413513,-0.015,-0.042,-0.161,0.024,-0.194
151.7272608280182,-0.015,-0.042,-0.161,0.025,-0.193
152.12823963165283,-0.015,-0.042,-0.161,0.025,-0.193
152.5599844455719,-0.015,-0.042,-0.161,0.025,-0.193
152.97723841667175,-0.015,-0.042,-0.161,0.025,-0.193
153.39200258255005,-0.016,-0.042,-0.161,0.025,-0.194
153.8025562763214,-0.015,-0.042,-0.161,0.025,-0.193
154.22535061836243,-0.015,-0.042,-0.161,0.025,-0.193
154.64413499832153,-0.016,-0.042,-0.161,0.025,-0.194
155.0566601753235,-0.015,-0.042,-0.161,0.025,-0.193
155.49407052993774,-0.015,-0.042,-0.161,0.025,-0.193
155.9070372581482,-0.015,-0.042,-0.161,0.025,-0.193
156.32389307022095,-0.015,-0.042,-0.161,0.025,-0.193
156.7610330581665,-0.015,-0.042,-0.161,0.025,-0.193
157.14863467216492,-0.015,-0.042,-0.161,0.025,-0.193
157.5645308494568,-0.015,-0.042,-0.161,0.025,-0.193
157.9875419139862,-0.015,-0.042,-0.161,0.025,-0.193
158.40875935554504,-0.015,-0.042,-0.161,0.025,-0.193
158.81991910934448,-0.015,-0.042,-0.161,0.025,-0.193
159.22052788734436,-0.015,-0.042,-0.161,0.025,-0.193
159.62176823616028,-0.015,-0.042,-0.161,0.025,-0.193
160.02705812454224,-0.015,-0.042,-0.161,0.026000000000000002,-0.192
160.42373490333557,-0.015,-0.042,-0.161,0.025,-0.193
160.8087854385376,-0.015,-0.042,-0.161,0.025,-0.193
161.22538805007935,-0.015,-0.042,-0.161,0.025,-0.193
161.6269087791443,-0.015,-0.042,-0.161,0.025,-0.193
162.01151037216187,-0.015,-0.042,-0.161,0.025,-0.193
162.4122588634491,-0.015,-0.042,-0.161,0.025,-0.193
162.81334257125854,-0.015,-0.042,-0.161,0.025,-0.193
163.22749304771423,-0.015,-0.042,-0.161,0.025,-0.193
163.6305034160614,-0.015,-0.042,-0.161,0.025,-0.193
164.0468306541443,-0.015,-0.042,-0.161,0.025,-0.193
164.447523355484,-0.015,-0.042,-0.161,0.025,-0.193
164.85742378234863,-0.015,-0.042,-0.161,0.025,-0.193
165.24879813194275,-0.015,-0.042,-0.161,0.025,-0.193
165.64939069747925,-0.015,-0.042,-0.161,0.025,-0.193
166.0497636795044,-0.015,-0.042,-0.161,0.025,-0.193
166.46641516685486,-0.016,-0.042,-0.161,0.025,-0.194
166.89767003059387,-0.015,-0.042,-0.161,0.025,-0.193
167.28389811515808,-0.015,-0.042,-0.161,0.025,-0.193
167.68463468551636,-0.015,-0.042,-0.161,0.025,-0.193
168.08546829223633,-0.015,-0.042,-0.161,0.025,-0.193
168.47560453414917,-0.015,-0.042,-0.161,0.025,-0.193
168.85664892196655,-0.015,-0.042,-0.161,0.025,-0.193
169.25712633132935,-0.015,-0.042,-0.161,0.025,-0.193
169.6892249584198,-0.015,-0.042,-0.161,0.025,-0.193
170.11234402656555,-0.015,-0.042,-0.161,0.025,-0.193
170.51334357261658,-0.015,-0.042,-0.161,0.025,-0.193
170.91437792778015,-0.015,-0.042,-0.161,0.025,-0.193
171.31504654884338,-0.015,-0.042,-0.161,0.025,-0.193
171.71571135520935,-0.016,-0.042,-0.161,0.025,-0.194
172.11669898033142,-0.015,-0.042,-0.161,0.025,-0.193
172.51818823814392,-0.015,-0.042,-0.161,0.025,-0.193
172.93474817276,-0.016,-0.042,-0.161,0.025,-0.194
173.35144758224487,-0.015,-0.042,-0.161,0.024,-0.194
173.7524447441101,-0.015,-0.042,-0.161,0.025,-0.193
174.15350317955017,-0.016,-0.042,-0.161,0.025,-0.194
174.55391359329224,-0.015,-0.042,-0.161,0.025,-0.193
174.97063875198364,-0.015,-0.042,-0.161,0.025,-0.193
175.37572383880615,-0.015,-0.042,-0.161,0.025,-0.193
175.7878007888794,-0.015,-0.042,-0.161,0.025,-0.193
176.18920636177063,-0.015,-0.042,-0.161,0.025,-0.193
176.6051971912384,-0.015,-0.042,-0.161,0.025,-0.193
177.0104718208313,-0.015,-0.042,-0.161,0.025,-0.193
177.40669512748718,-0.015,-0.042,-0.161,0.025,-0.193
177.80713939666748,-0.015,-0.042,-0.161,0.025,-0.193
178.20865273475647,-0.015,-0.042,-0.161,0.025,-0.193
178.6467502117157,-0.015,-0.042,-0.161,0.025,-0.193
179.0477647781372,-0.015,-0.042,-0.161,0.025,-0.193
179.44871854782104,-0.015,-0.042,-0.161,0.025,-0.193
179.84933972358704,-0.015,-0.042,-0.161,0.025,-0.193
180.26586484909058,-0.015,-0.042,-0.161,0.025,-0.193
180.6684455871582,-0.015,-0.042,-0.161,0.025,-0.193
181.06863451004028,-0.015,-0.042,-0.161,0.025,-0.193
